일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2021/12/30","198000","-3000","-1.49","202000","202000","198000","780889","155638750000","27313531344000","137947128"
"2021/12/29","201000","-11000","-5.19","207500","208000","200500","1631108","332532742500","27727372728000","137947128"
"2021/12/28","212000","11778","5.88","200713","212000","200222","1974215","416995446500","29796579648000","137947128"
"2021/12/27","200222","2944","1.49","196296","201204","195806","906195","183987554000","28141214112000","137947128"
"2021/12/24","197278","0","0.00","197278","199731","197278","394428","79577743000","27727372728000","137947128"
"2021/12/23","197278","491","0.25","195315","200713","191389","698278","139419181500","27727372728000","137947128"
"2021/12/22","196787","-4417","-2.20","201694","202185","195806","710518","143065753000","27658399164000","137947128"
"2021/12/21","201204","-981","-0.49","203167","203657","200713","355175","72987379000","28279161240000","137947128"
"2021/12/20","202185","-982","-0.48","202676","207583","201694","547695","113907844000","28417108368000","137947128"
"2021/12/17","203167","982","0.49","201204","204639","199241","523696","107776245000","28555055496000","137947128"
"2021/12/16","202185","-491","-0.24","204148","205130","201204","328176","67728802500","28417108368000","137947128"
"2021/12/15","202676","491","0.24","201694","206602","201694","432726","89903682500","28486081932000","137947128"
"2021/12/14","202185","981","0.49","201204","204639","200713","342568","70755412000","28417108368000","137947128"
"2021/12/13","201204","-2944","-1.44","206111","206602","200713","410820","85155244500","28279161240000","137947128"
"2021/12/10","204148","-2945","-1.42","207093","207583","203167","380838","79533371500","28693002624000","137947128"
"2021/12/09","207093","3436","1.69","204148","208565","202676","810939","170359846000","29106844008000","137947128"
"2021/12/08","203657","3926","1.97","200713","206111","200713","628351","130333401500","28624029060000","137947128"
"2021/12/07","199731","-2945","-1.45","202676","202676","197278","691681","140327988000","28072240548000","137947128"
"2021/12/06","202676","-3926","-1.90","204148","206602","201204","560276","115872562500","28486081932000","137947128"
"2021/12/03","206602","-2454","-1.17","207093","208565","202676","633417","132457219000","29037870444000","137947128"
"2021/12/02","209056","1473","0.71","206111","210037","202676","522300","109748830500","29382738264000","137947128"
"2021/12/01","207583","4416","2.17","207093","213963","205620","840037","178766980500","29175817572000","137947128"
"2021/11/30","203167","-5398","-2.59","213963","214454","201694","1149446","242963229000","28555055496000","137947128"
"2021/11/29","208565","-1472","-0.70","216417","220343","208074","1049158","227742625000","29313764700000","137947128"
"2021/11/26","210037","4907","2.39","205130","214454","204148","870748","185686506500","29520685392000","137947128"
"2021/11/25","205130","-1963","-0.95","207583","210037","204639","475696","100032451000","28830949752000","137947128"
"2021/11/24","207093","-490","-0.24","206602","210528","204639","671761","141880222500","29106844008000","137947128"
"2021/11/23","207583","-13250","-6.00","214944","216417","202676","1426174","302330597500","29175817572000","137947128"
"2021/11/22","220833","1963","0.90","216907","223287","214944","566162","127120654000","31038103800000","137947128"
"2021/11/19","218870","7851","3.72","211509","219361","211509","646676","142824842000","30762209544000","137947128"
"2021/11/18","211019","-3925","-1.83","212491","217398","211019","541693","117829945000","29658632520000","137947128"
"2021/11/17","214944","-9815","-4.37","223287","225741","214454","916835","203268476500","30207702804000","137934716"
"2021/11/16","224759","-3926","-1.72","227704","230648","221815","1009172","232415514500","31587049964000","137934716"
"2021/11/15","228685","19139","9.13","222796","246352","217398","4479850","1059246735500","32138788828000","137934716"
"2021/11/12","209546","981","0.47","227704","228194","209056","1592862","351383424500","29449061866000","137934716"
"2021/11/11","208565","-1472","-0.70","206111","211019","203657","681176","143883827000","29311127150000","137934716"
"2021/11/10","210037","8343","4.14","206602","216907","205130","1274733","274072190000","29518029224000","137934716"
"2021/11/09","201694","8342","4.31","194824","203657","193843","703159","143177050500","28345584138000","137934716"
"2021/11/08","193352","-11778","-5.74","198259","199241","189917","1181053","232550301000","27173139052000","137934716"
"2021/11/05","205130","491","0.24","204639","205620","199731","488779","101280970500","28828355644000","137934716"
"2021/11/04","204639","-1472","-0.71","206602","211019","203167","426637","89602782000","28759388286000","137934716"
"2021/11/03","206111","3435","1.69","203167","207093","200222","405132","84376882500","28966290360000","137934716"
"2021/11/02","202676","982","0.49","202185","208074","200713","812378","168730789500","28483518854000","137934716"
"2021/11/01","201694","4907","2.49","196787","204639","192370","862490","175953541000","28345584138000","137934716"
"2021/10/29","196787","-14722","-6.96","212981","212981","196296","1500726","307412723000","27655910558000","137934716"
"2021/10/28","211509","-3435","-1.60","215926","216417","211509","382286","83048743500","29724931298000","137934716"
"2021/10/27","214944","-3436","-1.57","218380","218380","214454","266457","58566186500","30207702804000","137934716"
"2021/10/26","218380","5889","2.77","213963","220833","213472","543088","120718928000","30690474310000","137934716"
"2021/10/25","212491","-2944","-1.37","215435","215926","211019","336539","72898646000","29862866014000","137934716"
"2021/10/22","215435","1963","0.92","212981","216417","210528","293238","63844560500","30276670162000","137934716"
"2021/10/21","213472","-1472","-0.68","215926","216907","213472","340552","74524868500","30000800730000","137934716"
