일자,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"2021/12/30","131000","4000","3.15","131000","133500","130000","5172987","679015510000","95368309815000","728002365"
"2021/12/29","127000","-500","-0.39","127500","128500","125500","3832154","486662008000","92456300355000","728002365"
"2021/12/28","127500","1500","1.19","126500","128000","124500","4086063","514250426500","92820301537500","728002365"
"2021/12/27","126000","-2000","-1.56","128500","129000","126000","2684135","341063850000","91728297990000","728002365"
"2021/12/24","128000","500","0.39","129000","130000","128000","2462683","317105459500","93184302720000","728002365"
"2021/12/23","127500","500","0.39","129000","129000","126500","2398358","305473862500","92820301537500","728002365"
"2021/12/22","127000","2500","2.01","127500","128500","126000","3817689","485765542000","92456300355000","728002365"
"2021/12/21","124500","4000","3.32","124000","124500","122500","3678590","456218755750","90636294442500","728002365"
"2021/12/20","120500","-1500","-1.23","121500","123500","120500","2846815","346125412636","87724284982500","728002365"
"2021/12/17","122000","-2000","-1.61","120500","123000","120500","3850444","468341839000","88816288530000","728002365"
"2021/12/16","124000","500","0.40","125000","125500","122500","3869086","479279591000","90272293260000","728002365"
"2021/12/15","123500","2500","2.07","120000","123500","120000","2681332","327764280000","89908292077500","728002365"
"2021/12/14","121000","-500","-0.41","120500","123000","120000","2201003","266372613500","88088286165000","728002365"
"2021/12/13","121500","1000","0.83","121000","124000","121000","3329176","408531347500","88452287347500","728002365"
"2021/12/10","120500","-3000","-2.43","120500","121500","119500","2512642","302355110093","87724284982500","728002365"
"2021/12/09","123500","3500","2.92","120500","123500","119000","5631833","689409143200","89908292077500","728002365"
"2021/12/08","120000","-1500","-1.23","124000","125000","119500","6168137","752879680500","87360283800000","728002365"
"2021/12/07","121500","3000","2.53","119000","122500","118000","5112025","617725173500","88452287347500","728002365"
"2021/12/06","118500","500","0.42","116000","119000","115500","4318893","507851262000","86268280252500","728002365"
"2021/12/03","118000","-2000","-1.67","119000","119500","115500","4567843","537427299761","85904279070000","728002365"
"2021/12/02","120000","3500","3.00","115500","120500","115000","6980518","831750593692","87360283800000","728002365"
"2021/12/01","116500","2500","2.19","114500","117500","112000","4214135","484482748500","84812275522500","728002365"
"2021/11/30","114000","-2000","-1.72","118000","119000","112500","7449608","861327494786","82992269610000","728002365"
"2021/11/29","116000","500","0.43","113000","118500","113000","4412863","514357620020","84448274340000","728002365"
"2021/11/26","115500","-2000","-1.70","116500","118500","113000","4337936","502130486360","84084273157500","728002365"
"2021/11/25","117500","-2000","-1.67","120500","121000","117000","3339835","395199192000","85540277887500","728002365"
"2021/11/24","119500","500","0.42","120500","122500","118000","4001111","479194804000","86996282617500","728002365"
"2021/11/23","119000","-500","-0.42","119500","121000","117500","4847270","578483844000","86632281435000","728002365"
"2021/11/22","119500","8000","7.17","116500","121000","116000","9786492","1166463215825","86996282617500","728002365"
"2021/11/19","111500","1500","1.36","110000","112500","110000","2324668","258662968500","81172263697500","728002365"
"2021/11/18","110000","-500","-0.45","110000","111000","109000","1928891","212341653500","80080260150000","728002365"
"2021/11/17","110500","-1500","-1.34","113000","113000","110000","3062491","338946492000","80444261332500","728002365"
"2021/11/16","112000","1000","0.90","111000","113000","109000","3767311","420122536000","81536264880000","728002365"
"2021/11/15","111000","4500","4.23","108500","111500","108000","4701568","520375013000","80808262515000","728002365"
"2021/11/12","106500","-1000","-0.93","109000","109500","105500","1786165","191349195500","77532251872500","728002365"
"2021/11/11","107500","-1000","-0.92","107500","108000","105500","2731498","292597172000","78260254237500","728002365"
"2021/11/10","108500","-500","-0.46","108500","109500","107500","2361295","256342441500","78988256602500","728002365"
"2021/11/09","109000","1500","1.40","108000","110000","107500","3440686","373692083000","79352257785000","728002365"
"2021/11/08","107500","500","0.47","107000","108000","104000","2212348","234661886288","78260254237500","728002365"
"2021/11/05","107000","1000","0.94","108000","108500","105500","2523345","270381389476","77896253055000","728002365"
"2021/11/04","106000","500","0.47","107000","108000","105500","2059242","220087063000","77168250690000","728002365"
"2021/11/03","105500","-2000","-1.86","108500","109000","104500","3116506","332050857750","76804249507500","728002365"
"2021/11/02","107500","1000","0.94","107000","108500","106500","2892292","311461835500","78260254237500","728002365"
"2021/11/01","106500","3500","3.40","103500","107000","102500","3118661","329822915500","77532251872500","728002365"
"2021/10/29","103000","-3500","-3.29","107000","108500","103000","4007223","419885767028","74984243595000","728002365"
"2021/10/28","106500","5000","4.93","102000","107500","101500","6329703","669797071750","77532251872500","728002365"
"2021/10/27","101500","-500","-0.49","103000","104000","101500","2859255","293196594000","73892240047500","728002365"
"2021/10/26","102000","2000","2.00","101500","103500","101000","3458645","354502370500","74256241230000","728002365"
"2021/10/25","100000","1500","1.52","99500","101500","98300","2950459","296226789100","72800236500000","728002365"
"2021/10/22","98500","2200","2.28","95500","99200","95500","1962833","192029886100","71708232952500","728002365"
"2021/10/21","96300","-1600","-1.63","97300","98300","96100","2152221","209285344950","70106627749500","728002365"
